Age,Height,Weight,Gender,injury,equipment,level,Exercise
48,168,82,female,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
49,169,82,female,Abdominals & Lower Back,Body Only,Beginner,Superman
50,170,82,female,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
51,171,82,female,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
36,155,82,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
37,156,82,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
38,157,82,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
39,158,82,female,Upper,Body Only,Beginner,Arom Side lying Abduction
40,159,82,female,Lower,Body Only,Beginner,Air Squat
41,160,82,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
42,161,82,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
43,162,82,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
44,163,82,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
45,164,82,female,Upper,Body Only,Beginner,Arom Side lying Abduction
46,165,82,female,Lower,Body Only,Beginner,Air Squat
47,166,82,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
48,167,82,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
49,168,82,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
50,169,82,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
51,170,82,female,Upper,Body Only,Beginner,Arom Side lying Abduction
20,171,82,female,Lower,Body Only,Beginner,Air Squat
21,175,97,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
22,176,97,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
23,177,97,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
24,178,97,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
25,179,97,male,Upper,Body Only,Beginner,Arom Side lying Abduction
26,180,97,male,Lower,Body Only,Beginner,Air Squat
27,181,97,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
28,182,97,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
29,183,97,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
30,184,97,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
31,185,97,male,Upper,Body Only,Beginner,Arom Side lying Abduction
32,186,97,male,Lower,Body Only,Beginner,Air Squat
33,187,97,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
34,188,97,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
35,189,97,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
36,190,97,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
37,191,97,male,Upper,Body Only,Beginner,Arom Side lying Abduction
38,175,97,male,Lower,Body Only,Beginner,Air Squat
39,176,97,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
40,177,97,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
41,178,97,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
42,179,97,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
43,180,97,male,Upper,Body Only,Beginner,Arom Side lying Abduction
44,181,97,male,Lower,Body Only,Beginner,Air Squat
45,182,97,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
46,183,97,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
47,184,97,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
48,185,97,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
49,186,97,male,Upper,Body Only,Beginner,Arom Side lying Abduction
50,187,97,male,Lower,Body Only,Beginner,Air Squat
51,188,97,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
36,189,97,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
37,190,97,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
38,191,97,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
39,175,97,male,Upper,Dumbbells,Intermediate,Alternating Deltoid Raise
40,176,97,male,Upper,Dumbbells,Intermediate,Alternating Dumbbell Front Raise
41,177,97,male,Upper,Dumbbells,Intermediate,Arnold Press
42,178,97,male,Upper,Dumbbells,Intermediate,Bent-Over Dumbbell Rear Delt Row
43,179,97,male,Upper,Dumbbells,Intermediate,Cuban Press
44,180,97,male,Lower,Dumbbells,Intermediate,Dumbbell Deadlift
45,181,97,male,Lower,Dumbbells,Intermediate,Dumbbell Front Squat
46,182,97,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
47,183,97,male,Lower,Dumbbells,Intermediate,Dumbbell Wide Squat
48,184,97,male,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
49,185,97,male,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
50,186,97,male,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
51,187,97,male,Abdominals & Lower Back,Body Only,Beginner,Superman
20,188,97,male,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
21,189,97,male,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
22,190,97,male,Upper,Dumbbells,Beginner,Dumbbell High Pull
23,155,83,female,Upper,Dumbbells,Beginner,Dumbbell Kickback
24,156,83,female,Upper,Dumbbells,Advanced,Dumbbell L Lateral Raise and External Rotation
25,157,83,female,Upper,Dumbbells,Beginner,Dumbbell Scaption
26,158,83,female,Upper,Body Only,Intermediate,Prone Horizontal Abduction
27,159,83,female,Upper,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
28,160,83,female,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
29,161,83,female,Lower,Body Only,Beginner,Heel Slide
30,162,83,female,Lower,Body Only,Intermediate,High Knees
31,163,83,female,Lower,Body Only,Advanced,Iron cross
32,164,83,female,Lower,Body Only,Intermediate,Isometric Squat
33,165,83,female,Lower,Body Only,Beginner,Hamstring Curl
34,166,83,female,Lower,Body Only,Intermediate,Kick Backs
35,167,83,female,Lower,Body Only,Advanced,Low Lunge to Hamstring to Twist
36,168,83,female,Lower,Body Only,Intermediate,Lunges
37,169,83,female,Lower,Body Only,Beginner,Single Leg Balance and Reach
38,170,83,female,Lower,Body Only,Intermediate,Prone Heel Squeezes
39,171,83,female,Lower,Body Only,Advanced,Single Leg Squat
40,155,83,female,Lower,Body Only,Intermediate,Standing Hip Extension
41,156,83,female,Lower,Body Only,Beginner,Standing Quad Stretch
42,157,83,female,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
43,158,83,female,Lower,Body Only,Intermediate,Sumo Squat
44,159,83,female,Lower,Dumbbells,Advanced,Weighted Walking Lunge
45,160,83,female,Lower,Body Only,Advanced,leg pendulum Swing
46,161,83,female,Upper,Dumbbells,Intermediate,Side Lateral Raise
47,162,83,female,Upper,Dumbbells,Intermediate,Single Arm Lateral Raise
48,163,83,female,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
49,164,83,female,Upper,Dumbbells,Intermediate,Standing Dumbbell Shoulder Press
50,165,83,female,Upper,Dumbbells,Intermediate,Standing Palms In Shoulder Press
51,166,83,female,Upper,Body Only,Beginner,Arom Side lying Abduction
36,167,83,female,Lower,Body Only,Beginner,Air Squat
37,168,83,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
38,169,83,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
39,170,83,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
40,171,83,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
41,155,83,female,Upper,Body Only,Beginner,Arom Side lying Abduction
42,156,83,female,Lower,Body Only,Beginner,Air Squat
43,157,83,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
44,158,83,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
45,159,83,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
46,160,83,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
47,161,83,female,Upper,Body Only,Beginner,Arom Side lying Abduction
48,162,83,female,Lower,Body Only,Beginner,Air Squat
49,163,83,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
50,164,83,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
51,165,83,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
20,166,83,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
21,167,83,female,Upper,Dumbbells,Intermediate,Alternating Deltoid Raise
22,168,83,female,Upper,Dumbbells,Intermediate,Alternating Dumbbell Front Raise
23,169,83,female,Upper,Dumbbells,Intermediate,Arnold Press
24,170,83,female,Upper,Dumbbells,Intermediate,Bent-Over Dumbbell Rear Delt Row
25,171,83,female,Upper,Dumbbells,Intermediate,Cuban Press
26,175,98,male,Lower,Dumbbells,Intermediate,Dumbbell Deadlift
27,176,98,male,Lower,Dumbbells,Intermediate,Dumbbell Front Squat
28,177,98,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
29,178,98,male,Lower,Dumbbells,Intermediate,Dumbbell Wide Squat
30,179,98,male,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
31,180,98,male,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
32,181,98,male,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
33,182,98,male,Abdominals & Lower Back,Body Only,Beginner,Superman
34,183,98,male,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
35,184,98,male,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
36,185,98,male,Upper,Dumbbells,Beginner,Dumbbell High Pull
37,186,98,male,Upper,Dumbbells,Beginner,Dumbbell Kickback
38,187,98,male,Upper,Dumbbells,Advanced,Dumbbell L Lateral Raise and External Rotation
39,188,98,male,Upper,Dumbbells,Beginner,Dumbbell Scaption
40,189,98,male,Upper,Body Only,Intermediate,Prone Horizontal Abduction
41,190,98,male,Upper,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
42,191,98,male,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
43,175,98,male,Lower,Body Only,Beginner,Heel Slide
44,176,98,male,Lower,Body Only,Intermediate,High Knees
45,177,98,male,Lower,Body Only,Advanced,Iron cross
46,178,98,male,Lower,Body Only,Intermediate,Isometric Squat
47,179,98,male,Lower,Body Only,Beginner,Hamstring Curl
48,180,98,male,Lower,Body Only,Intermediate,Kick Backs
49,181,98,male,Lower,Body Only,Advanced,Low Lunge to Hamstring to Twist
50,182,98,male,Lower,Body Only,Intermediate,Lunges
51,183,98,male,Lower,Body Only,Beginner,Single Leg Balance and Reach
36,184,98,male,Lower,Body Only,Intermediate,Prone Heel Squeezes
37,185,98,male,Lower,Body Only,Advanced,Single Leg Squat
38,186,98,male,Lower,Body Only,Intermediate,Standing Hip Extension
39,187,98,male,Lower,Body Only,Beginner,Standing Quad Stretch
40,188,98,male,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
41,189,98,male,Lower,Body Only,Intermediate,Sumo Squat
42,190,98,male,Lower,Dumbbells,Advanced,Weighted Walking Lunge
43,191,98,male,Lower,Body Only,Advanced,leg pendulum Swing
44,175,98,male,Upper,Dumbbells,Intermediate,Side Lateral Raise
45,176,98,male,Upper,Dumbbells,Intermediate,Single Arm Lateral Raise
46,177,98,male,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
47,178,98,male,Upper,Dumbbells,Intermediate,Standing Dumbbell Shoulder Press
48,179,98,male,Upper,Dumbbells,Intermediate,Standing Palms In Shoulder Press
49,180,98,male,Upper,Body Only,Beginner,Arom Side lying Abduction
50,181,98,male,Lower,Body Only,Beginner,Air Squat
51,182,98,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
20,183,98,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
21,184,98,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
22,185,98,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
23,186,98,male,Upper,Body Only,Beginner,Arom Side lying Abduction
24,187,98,male,Lower,Body Only,Beginner,Air Squat
25,188,98,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
26,189,98,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
27,190,98,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
28,155,84,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
29,156,84,female,Upper,Body Only,Beginner,Arom Side lying Abduction
30,157,84,female,Lower,Body Only,Beginner,Air Squat
31,158,84,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
32,159,84,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
33,160,84,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
34,161,84,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
35,162,84,female,Upper,Dumbbells,Intermediate,Alternating Deltoid Raise
36,163,84,female,Upper,Dumbbells,Intermediate,Alternating Dumbbell Front Raise
37,164,84,female,Upper,Dumbbells,Intermediate,Arnold Press
38,165,84,female,Upper,Dumbbells,Intermediate,Bent-Over Dumbbell Rear Delt Row
39,166,84,female,Upper,Dumbbells,Intermediate,Cuban Press
40,167,84,female,Lower,Dumbbells,Intermediate,Dumbbell Deadlift
41,168,84,female,Lower,Dumbbells,Intermediate,Dumbbell Front Squat
42,169,84,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
43,170,84,female,Lower,Dumbbells,Intermediate,Dumbbell Wide Squat
44,171,84,female,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
45,155,84,female,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
46,156,84,female,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
47,157,84,female,Abdominals & Lower Back,Body Only,Beginner,Superman
48,158,84,female,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
49,159,84,female,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
50,160,84,female,Upper,Dumbbells,Beginner,Dumbbell High Pull
51,161,84,female,Upper,Dumbbells,Beginner,Dumbbell Kickback
36,162,84,female,Upper,Dumbbells,Advanced,Dumbbell L Lateral Raise and External Rotation
37,163,84,female,Upper,Dumbbells,Beginner,Dumbbell Scaption
38,164,84,female,Upper,Body Only,Intermediate,Prone Horizontal Abduction
39,165,84,female,Upper,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
40,166,84,female,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
41,167,84,female,Lower,Body Only,Beginner,Heel Slide
42,168,84,female,Lower,Body Only,Intermediate,High Knees
43,169,84,female,Lower,Body Only,Advanced,Iron cross
44,170,84,female,Lower,Body Only,Intermediate,Isometric Squat
45,171,84,female,Lower,Body Only,Beginner,Hamstring Curl
46,155,84,female,Lower,Body Only,Intermediate,Kick Backs
47,156,84,female,Lower,Body Only,Advanced,Low Lunge to Hamstring to Twist
48,157,84,female,Lower,Body Only,Intermediate,Lunges
49,158,84,female,Lower,Body Only,Beginner,Single Leg Balance and Reach
50,159,84,female,Lower,Body Only,Intermediate,Prone Heel Squeezes
51,160,84,female,Lower,Body Only,Advanced,Single Leg Squat
20,161,84,female,Lower,Body Only,Intermediate,Standing Hip Extension
21,162,84,female,Lower,Body Only,Beginner,Standing Quad Stretch
22,163,84,female,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
23,164,84,female,Lower,Body Only,Intermediate,Sumo Squat
24,165,84,female,Lower,Dumbbells,Advanced,Weighted Walking Lunge
25,166,84,female,Lower,Body Only,Advanced,leg pendulum Swing
26,167,84,female,Upper,Dumbbells,Intermediate,Side Lateral Raise
27,168,84,female,Upper,Dumbbells,Intermediate,Single Arm Lateral Raise
28,169,84,female,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
29,170,84,female,Upper,Dumbbells,Intermediate,Standing Dumbbell Shoulder Press
30,171,84,female,Upper,Dumbbells,Intermediate,Standing Palms In Shoulder Press
31,175,99,male,Upper,Body Only,Beginner,Arom Side lying Abduction
32,176,99,male,Lower,Body Only,Beginner,Air Squat
33,177,99,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
34,178,99,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
35,179,99,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
36,180,99,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
37,181,99,male,Upper,Body Only,Beginner,Arom Side lying Abduction
38,182,99,male,Lower,Body Only,Beginner,Air Squat
39,183,99,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
40,184,99,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
41,185,99,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
42,186,99,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
43,187,99,male,Upper,Body Only,Beginner,Arom Side lying Abduction
44,188,99,male,Lower,Body Only,Beginner,Air Squat
45,189,99,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
46,190,99,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
47,191,99,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
48,175,99,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
49,176,99,male,Upper,Dumbbells,Intermediate,Alternating Deltoid Raise
50,177,99,male,Upper,Dumbbells,Intermediate,Alternating Dumbbell Front Raise
51,178,99,male,Upper,Dumbbells,Intermediate,Arnold Press
36,179,99,male,Upper,Dumbbells,Intermediate,Bent-Over Dumbbell Rear Delt Row
37,180,99,male,Upper,Dumbbells,Intermediate,Cuban Press
38,181,99,male,Lower,Dumbbells,Intermediate,Dumbbell Deadlift
39,182,99,male,Lower,Dumbbells,Intermediate,Dumbbell Front Squat
40,183,99,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
41,184,99,male,Lower,Dumbbells,Intermediate,Dumbbell Wide Squat
42,185,99,male,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
43,186,99,male,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
44,187,99,male,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
45,188,99,male,Abdominals & Lower Back,Body Only,Beginner,Superman
46,189,99,male,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
47,190,99,male,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
48,191,99,male,Upper,Dumbbells,Beginner,Dumbbell High Pull
49,175,99,male,Upper,Dumbbells,Beginner,Dumbbell Kickback
50,176,99,male,Upper,Dumbbells,Advanced,Dumbbell L Lateral Raise and External Rotation
51,177,99,male,Upper,Dumbbells,Beginner,Dumbbell Scaption
20,178,99,male,Upper,Body Only,Intermediate,Prone Horizontal Abduction
21,179,99,male,Upper,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
22,180,99,male,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
23,181,99,male,Lower,Body Only,Beginner,Heel Slide
24,182,99,male,Lower,Body Only,Intermediate,High Knees
25,183,99,male,Lower,Body Only,Advanced,Iron cross
26,184,99,male,Lower,Body Only,Intermediate,Isometric Squat
27,185,99,male,Lower,Body Only,Beginner,Hamstring Curl
28,186,99,male,Lower,Body Only,Intermediate,Kick Backs
29,187,99,male,Lower,Body Only,Advanced,Low Lunge to Hamstring to Twist
30,188,99,male,Lower,Body Only,Intermediate,Lunges
31,189,99,male,Lower,Body Only,Beginner,Single Leg Balance and Reach
32,190,99,male,Lower,Body Only,Intermediate,Prone Heel Squeezes
33,155,85,female,Lower,Body Only,Advanced,Single Leg Squat
34,156,85,female,Lower,Body Only,Intermediate,Standing Hip Extension
35,157,85,female,Lower,Body Only,Beginner,Standing Quad Stretch
36,158,85,female,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
37,159,85,female,Lower,Body Only,Intermediate,Sumo Squat
38,160,85,female,Lower,Dumbbells,Advanced,Weighted Walking Lunge
